date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:04:09	6859/6859	---M--	200	added ('OK')	image/png	etag:%222f25762a472162b681ebd44bcdfedaaf%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640762dafb03ab566823efba_web-design-services.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640762dafb03ab566823efba_web-design-services.png	(from https://brixagency.com/about)
10:04:10	6963/6963	---M--	200	added ('OK')	image/png	etag:%22ae663b7f00834995802199f4448858d9%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/6414b8f07c8cb2bc407099ca_ui-ux-design-services.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/6414b8f07c8cb2bc407099ca_ui-ux-design-services.png	(from https://brixagency.com/about)
10:04:11	9021/9021	---M--	200	added ('OK')	image/png	etag:%2232bbb76116e9deb1e18f8bd06d3b9ba7%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640762db08d7a6d73597a298_web-development-services.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640762db08d7a6d73597a298_web-development-services.png	(from https://brixagency.com/about)
10:04:12	7144/7144	---M--	200	added ('OK')	image/png	etag:%22f537e3ced5229a174770107196831157%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/6414b8f033c5f7730e4f82ee_brand-design-services.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/6414b8f033c5f7730e4f82ee_brand-design-services.png	(from https://brixagency.com/about)
10:04:13	7137/7137	---M--	200	added ('OK')	image/png	etag:%2259d39e87c8b561713e3d4c70c0c4bed9%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640762db378afb58feb7e6bf_conversion-optimization-services.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640762db378afb58feb7e6bf_conversion-optimization-services.png	(from https://brixagency.com/about)
10:04:14	8247/8247	---M--	200	added ('OK')	image/png	etag:%227060509ac10f0f4d2073125ebc0a5a2e%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/6414b94dcb04e9e1171c59c1_automation-services.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/6414b94dcb04e9e1171c59c1_automation-services.png	(from https://brixagency.com/about)
10:04:15	57785/57785	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2016:04:15%20GMT	https://brixagency.com/products?page-tabs-link=private	/Users/iancid/desktop/datadriven/b/brixagency.com/products2efe.html	(from https://brixagency.com/about)
10:04:16	2152/2152	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224763dffdbfe4b6325c9ada64d110994%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d183d19cea8ea1a7493_hubspot-small-icon-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d183d19cea8ea1a7493_hubspot-small-icon-logo.svg	(from https://brixagency.com/about)
10:04:17	5995/5995	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221098334e2ed86ab286c30c6ae144e92c%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d1960a0e31c39c60db5_instagram-small-icon-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d1960a0e31c39c60db5_instagram-small-icon-logo.svg	(from https://brixagency.com/about)
10:04:18	897/897	---M--	200	added ('OK')	image/svg+xml	etag:%228e5820e2d49042cecbb3051520d3dba0%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d190bb3fd6ff98a1069_salesforce-small-icon-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d190bb3fd6ff98a1069_salesforce-small-icon-logo.svg	(from https://brixagency.com/about)
10:04:19	1380/1380	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220614a63d9694e831f1ab3b005398c829%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d18a7ae30b783c2db18_google-small-icon-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d18a7ae30b783c2db18_google-small-icon-logo.svg	(from https://brixagency.com/about)
10:04:20	2388/2388	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229fb48f997e29c19dda0b48a231619126%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d18e54dbd768694ba4d_greenhouse-small-icon-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d18e54dbd768694ba4d_greenhouse-small-icon-logo.svg	(from https://brixagency.com/about)
10:04:21	1394/1394	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d210be2c511aa4e3002507e6775716f5%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d1839adcad38fb7b996_lever-small-icon-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/64965d1839adcad38fb7b996_lever-small-icon-logo.svg	(from https://brixagency.com/about)
10:04:22	1438/1438	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22601c2064b2d6cbbe1f093f1790dd5872%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/6499ba87cccebf44dce5f69e_form-validators-brix-agency-features-icon.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/6499ba87cccebf44dce5f69e_form-validators-brix-agency-features-icon.svg	(from https://brixagency.com/about)
10:04:23	2769/2769	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b0785f5dc01b2c13cf2c65f89ea01638%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/6499ba871a107bd4e02bbc79_posted-time-ago-badge-brix-agency-features-icon.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/6499ba871a107bd4e02bbc79_posted-time-ago-badge-brix-agency-features-icon.svg	(from https://brixagency.com/about)
10:04:24	1326/1326	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2295806bc70123ab7f8b646b1e30a99b29%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/6499ba870f565d8eb919ec56_time-to-read-badge-brix-agency-features-icon.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/6499ba870f565d8eb919ec56_time-to-read-badge-brix-agency-features-icon.svg	(from https://brixagency.com/about)
10:04:25	69888/69888	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2016:04:25%20GMT	https://brixagency.com/blog	/Users/iancid/desktop/datadriven/b/brixagency.com/blog.html	(from https://brixagency.com/about)
10:04:26	818/818	---M--	200	added ('OK')	image/svg+xml	etag:%22a28720a2ddf9259764205a5d3d0effd0%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f9240243917076674a6b7a_webflow-blog-icon.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f9240243917076674a6b7a_webflow-blog-icon.svg	(from https://brixagency.com/about)
10:04:28	1537/1537	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224b05fcf9552461f7b4e66f8a3cdcabf%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f924031e83f14cd6751f86_brix-templates-webflow-templates-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f924031e83f14cd6751f86_brix-templates-webflow-templates-logo.svg	(from https://brixagency.com/about)
10:04:28	509/509	---M--	200	added ('OK')	image/svg+xml	etag:%22677f08601710530659393d084ee4cf02%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f92402e520bf49f881a8e0_elements-webflow-library-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f92402e520bf49f881a8e0_elements-webflow-library-logo.svg	(from https://brixagency.com/about)
10:04:29	650/650	---M--	200	added ('OK')	image/svg+xml	etag:%225cdeb9cef828cdc30b44459b6fbb12fe%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f9240259513472fa3f7d46_figma-cloneables-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f9240259513472fa3f7d46_figma-cloneables-logo.svg	(from https://brixagency.com/about)
10:04:30	146246/146246	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2016:04:30%20GMT	https://brixagency.com/the-ultimate-webflow-toolkit	/Users/iancid/desktop/datadriven/b/brixagency.com/the-ultimate-webflow-toolkit.html	(from https://brixagency.com/about)
10:04:31	1797/1797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2299d45c634bf77888e4bd933b1c6c0ed9%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/6529ccc5b52b8f9549366393_the-ultimate-webflow-toolkit-simple-icon.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/6529ccc5b52b8f9549366393_the-ultimate-webflow-toolkit-simple-icon.svg	(from https://brixagency.com/about)
10:04:32	432/432	---M--	200	added ('OK')	image/svg+xml	etag:%22cb892d354180e01c9c2120bd13c3ec77%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/6526d4df3e4fe090910a9755_webflow-cloneables-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/6526d4df3e4fe090910a9755_webflow-cloneables-logo.svg	(from https://brixagency.com/about)
10:04:33	1387/1387	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22185bdd58083ff95d95038c10d22b8a20%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f9240293c6e4c508470aeb_inbound-elements-hubspot-templates-logo.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/63f9240293c6e4c508470aeb_inbound-elements-hubspot-templates-logo.svg	(from https://brixagency.com/about)
10:04:34	131305/131305	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2016:04:34%20GMT	https://brixagency.com/the-webflow-launch-checklist	/Users/iancid/desktop/datadriven/b/brixagency.com/the-webflow-launch-checklist.html	(from https://brixagency.com/about)
10:04:35	1489/1489	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220eb88b57a158d432a3e2a32cb4974ea7%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/6529ccc49a8da6be308eae39_webflow-ultimate-checklist.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/6529ccc49a8da6be308eae39_webflow-ultimate-checklist.svg	(from https://brixagency.com/about)
10:04:36	57785/57785	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2016:04:36%20GMT	https://brixagency.com/products	/Users/iancid/desktop/datadriven/b/brixagency.com/products.html	(from https://brixagency.com/about)
10:04:37	48672/48672	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2016:04:37%20GMT	https://brixagency.com/contact?utm_source=BRIX%20Agency&utm_medium=Website&utm_campaign=About%20us	/Users/iancid/desktop/datadriven/b/brixagency.com/contactdb31.html	(from https://brixagency.com/about)
10:04:38	53563/53563	---M--	200	added ('OK')	image/png	etag:%224d5719cac14c69b0e65234a77541f1a5%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640bd2f05617001711c518ba_about-brix.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640bd2f05617001711c518ba_about-brix.png	(from https://brixagency.com/about)
10:04:39	39616/39616	---M--	200	added ('OK')	image/png	etag:%22d65d22169eaf254f621f503b72455102%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640bd2f06276f07dc269e4a9_about-brix-agency.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640bd2f06276f07dc269e4a9_about-brix-agency.png	(from https://brixagency.com/about)
10:04:40	1503/1503	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222db60087ad6b8b842457929ee1f3e241%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f45111061a6bbfc276947_logo-brix-agency.svg	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f45111061a6bbfc276947_logo-brix-agency.svg	(from https://brixagency.com/about)
10:04:41	92147/92147	---M--	200	added ('OK')	image/png	etag:%2260c5b6d4e1aa23126b961b6287d2b1ea%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f56c549b6eae9a4b53b55_website-project-by-brix-agency.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f56c549b6eae9a4b53b55_website-project-by-brix-agency.png	(from https://brixagency.com/about)
10:04:42	61924/61924	---M--	200	added ('OK')	image/png	etag:%22f5421fb20424a230070237e68193188d%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f4ccd0d56c78c4834527e_brix-agency-client-satisfaction.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f4ccd0d56c78c4834527e_brix-agency-client-satisfaction.png	(from https://brixagency.com/about)
10:04:43	14945/14945	---M--	200	added ('OK')	image/png	etag:%227181c04163fe2412245eef11fe442d97%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f4ccd93d5daa33c67d203_team-of-developers-at-brix-agency.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f4ccd93d5daa33c67d203_team-of-developers-at-brix-agency.png	(from https://brixagency.com/about)
10:04:44	15419/15419	---M--	200	added ('OK')	image/png	etag:%220902ab33d40d7f3923d44f903273487e%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9187b0e6f0dd043d5503_upside-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9187b0e6f0dd043d5503_upside-brix-agency-client.png	(from https://brixagency.com/about)
10:04:45	17056/17056	---M--	200	added ('OK')	image/png	etag:%22fd74277c0f2b1dc1165c477058798107%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918622a9ede913e73d75_hireology-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918622a9ede913e73d75_hireology-brix-agency-client.png	(from https://brixagency.com/about)
10:04:46	15724/15724	---M--	200	added ('OK')	image/png	etag:%22189ed01ebd11755af92208d893e368dc%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91874dcb377c9e8aff92_opal-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91874dcb377c9e8aff92_opal-brix-agency-client.png	(from https://brixagency.com/about)
10:04:47	15897/15897	---M--	200	added ('OK')	image/png	etag:%224d6d6d11f91c99dfff97e9e2b1e3a3f5%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91882868a26add8e0ea8_paradox-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91882868a26add8e0ea8_paradox-brix-agency-client.png	(from https://brixagency.com/about)
10:04:48	13889/13889	---M--	200	added ('OK')	image/png	etag:%22e5231f946193738394207186a31aff77%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91883f96a49a4a834a96_shotform-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91883f96a49a4a834a96_shotform-brix-agency-client.png	(from https://brixagency.com/about)
10:04:49	15197/15197	---M--	200	added ('OK')	image/png	etag:%22aa004df2c8dcf76fcc48150ef0a62b23%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9188db600b2946987d0e_subsplash-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9188db600b2946987d0e_subsplash-brix-agency-client.png	(from https://brixagency.com/about)
10:04:50	13667/13667	---M--	200	added ('OK')	image/png	etag:%22a4072bbacdb83a8be158d1c07d64a92b%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9187ffa312b79b8d833e_certifid-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9187ffa312b79b8d833e_certifid-brix-agency-client.png	(from https://brixagency.com/about)
10:04:51	22991/22991	---M--	200	added ('OK')	image/png	etag:%22aa111939397e9d9b7df3ee324cc94844%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9187ecc949f347bfe18e_ketteq-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9187ecc949f347bfe18e_ketteq-brix-agency-client.png	(from https://brixagency.com/about)
10:04:52	14728/14728	---M--	200	added ('OK')	image/png	etag:%228f67c4c22bda5086818b3653e2c6d478%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918761ae8050d0288ee5_gqueues-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918761ae8050d0288ee5_gqueues-brix-agency-client.png	(from https://brixagency.com/about)
10:04:53	14975/14975	---M--	200	added ('OK')	image/png	etag:%223680ad7c0810732a3cf5fc2694e881da%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91874dcb37c0218aff93_weights-and-biases-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91874dcb37c0218aff93_weights-and-biases-brix-agency-client.png	(from https://brixagency.com/about)
10:04:54	12944/12944	---M--	200	added ('OK')	image/png	etag:%227dbb97a06516c4b7d5450ad88fefd237%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91875c47ac49a8557dc3_threadbird-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91875c47ac49a8557dc3_threadbird-brix-agency-client.png	(from https://brixagency.com/about)
10:04:55	16019/16019	---M--	200	added ('OK')	image/png	etag:%22bed9701323e53fa4074942a49a766a7b%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918714ca34d04f233b90_particle-health-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918714ca34d04f233b90_particle-health-brix-agency-client.png	(from https://brixagency.com/about)
10:04:56	26124/26124	---M--	200	added ('OK')	image/png	etag:%22f59e957484627cc98b81a6d525f0e73d%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91896a073950f3fce694_deso-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91896a073950f3fce694_deso-brix-agency-client.png	(from https://brixagency.com/about)
10:04:57	14860/14860	---M--	200	added ('OK')	image/png	etag:%227dd29139651b518c0195d45dbd83de07%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9188d869a856dbd9a228_ovationcxm-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9188d869a856dbd9a228_ovationcxm-brix-agency-client.png	(from https://brixagency.com/about)
10:04:58	13951/13951	---M--	200	added ('OK')	image/png	etag:%22603550c12da4b67c7a1c052abd93083a%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91897ea287d46ab42a7f_watchful-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91897ea287d46ab42a7f_watchful-brix-agency-client.png	(from https://brixagency.com/about)
10:04:59	15298/15298	---M--	200	added ('OK')	image/png	etag:%22e6162472c1bc3450e6d3c8886358302b%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918b8238cf2b286ef0cb_caraway-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918b8238cf2b286ef0cb_caraway-brix-agency-client.png	(from https://brixagency.com/about)
10:05:00	15606/15606	---M--	200	added ('OK')	image/png	etag:%22d198f1ea3bcf72fbfb43819e7c933f4a%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91892868a2489d8e0ec2_uplead-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91892868a2489d8e0ec2_uplead-brix-agency-client.png	(from https://brixagency.com/about)
10:05:01	12716/12716	---M--	200	added ('OK')	image/png	etag:%228574b12e822deba06ec2ce60a1c51bcf%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918814ca342075233bad_pickup-music-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f918814ca342075233bad_pickup-music-brix-agency-client.png	(from https://brixagency.com/about)
10:05:02	12488/12488	---M--	200	added ('OK')	image/png	etag:%223b5bbb0d174d52d2e5390086a3986cc4%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91880d6ee09c2cffb774_sequel-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91880d6ee09c2cffb774_sequel-brix-agency-client.png	(from https://brixagency.com/about)
10:05:03	12467/12467	---M--	200	added ('OK')	image/png	etag:%2225e9cac46e7c75f51a28658f5972f3c4%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91895f5dd2667b8c4dab_sisu-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91895f5dd2667b8c4dab_sisu-brix-agency-client.png	(from https://brixagency.com/about)
10:05:04	12492/12492	---M--	200	added ('OK')	image/png	etag:%22d3146e83c3ee0df1876eecb196f330be%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9189bb946e22ddb02824_r2-capital-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9189bb946e22ddb02824_r2-capital-brix-agency-client.png	(from https://brixagency.com/about)
10:05:05	18252/18252	---M--	200	added ('OK')	image/png	etag:%22d88d70c4d9751736de84162e3d6cb267%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9189f2f5882c6c43fc66_oloid-ai-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9189f2f5882c6c43fc66_oloid-ai-brix-agency-client.png	(from https://brixagency.com/about)
10:05:06	16773/16773	---M--	200	added ('OK')	image/png	etag:%22ba19d2f7f9b9cc2ecd754d9150a75649%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91893f96a4a9d4834a9b_yesware-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f91893f96a4a9d4834a9b_yesware-brix-agency-client.png	(from https://brixagency.com/about)
10:05:07	12173/12173	---M--	200	added ('OK')	image/png	etag:%2252935c8f019089040193cc37794367e2%22	https://assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9189db600b3a30987d42_econialabs-brix-agency-client.png	/Users/iancid/desktop/datadriven/b/assets-global.website-files.com/63f8ca18cae25871c18fd72d/640f9189db600b3a30987d42_econialabs-brix-agency-client.png	(from https://brixagency.com/about)
